Device ID,Management IP,Device Name,Display Name,Device Type,Device Category,Requested Site,Interface Name,Interface Category,Interface Type,Interface IP,Interface IPs,Interface Status,VRF Name,Collection Status,Collection Error
8a906968-edff-ec6d-7e84-7a06ed08def2,45.73.28.107,ADREPEN1-HUB2,ADREPEN1-HUB2,Cisco Meraki Firewall,Firewall,DDC,,Unknown,,,,,,LOOKUP_FAILED,"HTTP 404 from https://netbrain.mckesson.com/ServicesAPI/API/V1/CMDB/Devices/8a906968-edff-ec6d-7e84-7a06ed08def2/Interfaces: {""statusCode"":793404,""statusDescription"":""No resource""}"
8ab1c4b7-d85c-8eb8-c547-ca817a41b3ca,69.70.43.110,ADLEGAR1DPROUT2,ADLEGAR1DPROUT2,Cisco Meraki Firewall,Firewall,DDC,,Unknown,,,,,,LOOKUP_FAILED,"HTTP 404 from https://netbrain.mckesson.com/ServicesAPI/API/V1/CMDB/Devices/8ab1c4b7-d85c-8eb8-c547-ca817a41b3ca/Interfaces: {""statusCode"":793404,""statusDescription"":""No resource""}"
8b291687-6ea2-4fcd-b1af-20e75b9eda36,10.46.6.13,10.46.6.13,10.46.6.13,Unclassified Device,Unclassified,DDC,,Unknown,,,,,,LOOKUP_FAILED,"HTTP 404 from https://netbrain.mckesson.com/ServicesAPI/API/V1/CMDB/Devices/8b291687-6ea2-4fcd-b1af-20e75b9eda36/Interfaces: {""statusCode"":793404,""statusDescription"":""No resource""}"
8b84e56f-fd10-4d6d-8368-dcaea9d21f7a,10.136.23.41,10.136.23.41,10.136.23.41,Unclassified Device,Unclassified,DDC,,Unknown,,,,,,LOOKUP_FAILED,"HTTP 404 from https://netbrain.mckesson.com/ServicesAPI/API/V1/CMDB/Devices/8b84e56f-fd10-4d6d-8368-dcaea9d21f7a/Interfaces: {""statusCode"":793404,""statusDescription"":""No resource""}"
8b9b03ee-1ff6-4edf-9f3d-e297df618a5e,10.136.28.54,10.136.28.54,10.136.28.54,Unclassified Device,Unclassified,DDC,,Unknown,,,,,,LOOKUP_FAILED,"HTTP 404 from https://netbrain.mckesson.com/ServicesAPI/API/V1/CMDB/Devices/8b9b03ee-1ff6-4edf-9f3d-e297df618a5e/Interfaces: {""statusCode"":793404,""statusDescription"":""No resource""}"
8bf73382-ca94-4ab2-a86c-c1e5dd5eb510,10.254.155.21,BAT3-MDFA1-DSW1,BAT3-MDFA1-DSW1,Aruba Switch,Switch,DDC,,Unknown,,,,,,LOOKUP_FAILED,"HTTP 404 from https://netbrain.mckesson.com/ServicesAPI/API/V1/CMDB/Devices/8bf73382-ca94-4ab2-a86c-c1e5dd5eb510/Interfaces: {""statusCode"":793404,""statusDescription"":""No resource""}"
8c27e58f-b671-4d86-8faa-7e004007f31a,10.12.1.240,ADC21-R207-MMS-LSW2,ADC21-R207-MMS-LSW2,Cisco Nexus Switch,Switch,DDC,,Unknown,,,,,,LOOKUP_FAILED,"HTTP 404 from https://netbrain.mckesson.com/ServicesAPI/API/V1/CMDB/Devices/8c27e58f-b671-4d86-8faa-7e004007f31a/Interfaces: {""statusCode"":793404,""statusDescription"":""No resource""}"
8c5df9a3-b269-4665-94bc-3edfbd389231,10.184.240.250,AUS7-RCK1-RC1,AUS7-RCK1-RC1,Opengear Infrastructure Manager,Other,DDC,,Unknown,,,,,,LOOKUP_FAILED,"HTTP 404 from https://netbrain.mckesson.com/ServicesAPI/API/V1/CMDB/Devices/8c5df9a3-b269-4665-94bc-3edfbd389231/Interfaces: {""statusCode"":793404,""statusDescription"":""No resource""}"
8d2babf3-6c77-2bc3-8caf-e1c9f36cf2e9,10.35.190.9,ASB2-IDFA1-VRT1,ASB2-IDFA1-VRT1,Viptela vEdge,Other,DDC,,Unknown,,,,,,LOOKUP_FAILED,"HTTP 404 from https://netbrain.mckesson.com/ServicesAPI/API/V1/CMDB/Devices/8d2babf3-6c77-2bc3-8caf-e1c9f36cf2e9/Interfaces: {""statusCode"":793404,""statusDescription"":""No resource""}"
8d62deb2-bf84-4929-9413-d73512158536,10.128.68.11,10.128.68.11,10.128.68.11,Unclassified Device,Unclassified,DDC,,Unknown,,,,,,LOOKUP_FAILED,"HTTP 404 from https://netbrain.mckesson.com/ServicesAPI/API/V1/CMDB/Devices/8d62deb2-bf84-4929-9413-d73512158536/Interfaces: {""statusCode"":793404,""statusDescription"":""No resource""}"
8e470e4f-248c-435c-951a-41f3da5ae4bf,10.184.0.117,ABL4-MDFA1-DSW1,ABL4-MDFA1-DSW1,Cisco IOS Switch,Switch,DDC,,Unknown,,,,,,LOOKUP_FAILED,"HTTP 404 from https://netbrain.mckesson.com/ServicesAPI/API/V1/CMDB/Devices/8e470e4f-248c-435c-951a-41f3da5ae4bf/Interfaces: {""statusCode"":793404,""statusDescription"":""No resource""}"
8f0f4d92-dd62-4f3a-9b90-de783eb9b972,10.254.198.103,ATL5-RDFC1-RSW1,ATL5-RDFC1-RSW1,Aruba Switch,Switch,DDC,,Unknown,,,,,,LOOKUP_FAILED,"HTTP 404 from https://netbrain.mckesson.com/ServicesAPI/API/V1/CMDB/Devices/8f0f4d92-dd62-4f3a-9b90-de783eb9b972/Interfaces: {""statusCode"":793404,""statusDescription"":""No resource""}"
8f92c8b6-a82e-473f-9561-378541349ec7,10.133.8.43,10.133.8.43,10.133.8.43,Unclassified Device,Unclassified,DDC,,Unknown,,,,,,LOOKUP_FAILED,"HTTP 404 from https://netbrain.mckesson.com/ServicesAPI/API/V1/CMDB/Devices/8f92c8b6-a82e-473f-9561-378541349ec7/Interfaces: {""statusCode"":793404,""statusDescription"":""No resource""}"
9028d703-96c3-4aaf-9428-8828333bf299,10.92.6.20,10.92.6.20,10.92.6.20,Unclassified Device,Unclassified,DDC,,Unknown,,,,,,LOOKUP_FAILED,"HTTP 404 from https://netbrain.mckesson.com/ServicesAPI/API/V1/CMDB/Devices/9028d703-96c3-4aaf-9428-8828333bf299/Interfaces: {""statusCode"":793404,""statusDescription"":""No resource""}"
902f0031-f9c0-40cc-849b-2cb9a53930f1,10.31.79.36,10.31.79.36,10.31.79.36,Unclassified Device,Unclassified,DDC,,Unknown,,,,,,LOOKUP_FAILED,"HTTP 404 from https://netbrain.mckesson.com/ServicesAPI/API/V1/CMDB/Devices/902f0031-f9c0-40cc-849b-2cb9a53930f1/Interfaces: {""statusCode"":793404,""statusDescription"":""No resource""}"
906b5591-0370-4e6b-a4f7-001ca36aeb6f,10.50.226.111,ALB5-MDFA1-VRT1,ALB5-MDFA1-VRT1,Viptela vEdge,Other,DDC,,Unknown,,,,,,LOOKUP_FAILED,"HTTP 404 from https://netbrain.mckesson.com/ServicesAPI/API/V1/CMDB/Devices/906b5591-0370-4e6b-a4f7-001ca36aeb6f/Interfaces: {""statusCode"":793404,""statusDescription"":""No resource""}"
90a8a76a-3289-4280-a9bf-da5046dce28a,10.92.6.51,10.92.6.51,10.92.6.51,Unclassified Device,Unclassified,DDC,,Unknown,,,,,,LOOKUP_FAILED,"HTTP 404 from https://netbrain.mckesson.com/ServicesAPI/API/V1/CMDB/Devices/90a8a76a-3289-4280-a9bf-da5046dce28a/Interfaces: {""statusCode"":793404,""statusDescription"":""No resource""}"
91f7e6b1-9f1c-4b83-89ff-c29f04fb4cc0,10.45.114.67,10.45.114.67,10.45.114.67,Unclassified Device,Unclassified,DDC,,Unknown,,,,,,LOOKUP_FAILED,"HTTP 404 from https://netbrain.mckesson.com/ServicesAPI/API/V1/CMDB/Devices/91f7e6b1-9f1c-4b83-89ff-c29f04fb4cc0/Interfaces: {""statusCode"":793404,""statusDescription"":""No resource""}"
92758220-5c46-422b-b8e0-fae132f1439c,10.31.79.22,10.31.79.22,10.31.79.22,Unclassified Device,Unclassified,DDC,,Unknown,,,,,,LOOKUP_FAILED,"HTTP 404 from https://netbrain.mckesson.com/ServicesAPI/API/V1/CMDB/Devices/92758220-5c46-422b-b8e0-fae132f1439c/Interfaces: {""statusCode"":793404,""statusDescription"":""No resource""}"
93ccbc4d-676d-77e5-9738-a3e66408b06a,10.15.4.74,06167443-112a-4e86-9585-023df8a02e4c(rg-bosh-uw)(0434640a)(VirtualMachine),06167443-112a-4e86-9585-023df8a02e4c(rg-bosh-uw)(0434640a)(VirtualMachine),Azure Virtual Machine,Virtual Machine,DDC,,Unknown,,,,,,LOOKUP_FAILED,"HTTP 404 from https://netbrain.mckesson.com/ServicesAPI/API/V1/CMDB/Devices/93ccbc4d-676d-77e5-9738-a3e66408b06a/Interfaces: {""statusCode"":793404,""statusDescription"":""No resource""}"
9451868f-eaad-4ca1-b011-22c675532cdb,10.187.94.226,AUS2-USON-MDFA1-FW2,AUS2-USON-MDFA1-FW2,Palo Alto Firewall,Firewall,DDC,,Unknown,,,,,,LOOKUP_FAILED,"HTTP 404 from https://netbrain.mckesson.com/ServicesAPI/API/V1/CMDB/Devices/9451868f-eaad-4ca1-b011-22c675532cdb/Interfaces: {""statusCode"":793404,""statusDescription"":""No resource""}"
94749a7d-022c-4210-a3f0-7964fa2df9b3,10.254.59.2,ATL3-MDFA1-ART2,ATL3-MDFA1-ART2,Cisco Router,Router,DDC,,Unknown,,,,,,LOOKUP_FAILED,"HTTP 404 from https://netbrain.mckesson.com/ServicesAPI/API/V1/CMDB/Devices/94749a7d-022c-4210-a3f0-7964fa2df9b3/Interfaces: {""statusCode"":793404,""statusDescription"":""No resource""}"
94952172-808d-4e4d-a808-4d5c9f72fde3,10.12.1.206,ADC21-R201-EDG-SW1,ADC21-R201-EDG-SW1,Cisco Nexus Switch,Switch,DDC,,Unknown,,,,,,LOOKUP_FAILED,"HTTP 404 from https://netbrain.mckesson.com/ServicesAPI/API/V1/CMDB/Devices/94952172-808d-4e4d-a808-4d5c9f72fde3/Interfaces: {""statusCode"":793404,""statusDescription"":""No resource""}"
94a1225a-4e4a-4fb1-bf7e-62548c93c403,10.254.15.165,ATL7-MDFA1-ART1,ATL7-MDFA1-ART1,Cisco Router,Router,DDC,,Unknown,,,,,,LOOKUP_FAILED,"HTTP 404 from https://netbrain.mckesson.com/ServicesAPI/API/V1/CMDB/Devices/94a1225a-4e4a-4fb1-bf7e-62548c93c403/Interfaces: {""statusCode"":793404,""statusDescription"":""No resource""}"
94b1469b-e418-487c-9979-d9257cc37388,10.133.15.46,10.133.15.46,10.133.15.46,Unclassified Device,Unclassified,DDC,,Unknown,,,,,,LOOKUP_FAILED,"HTTP 404 from https://netbrain.mckesson.com/ServicesAPI/API/V1/CMDB/Devices/94b1469b-e418-487c-9979-d9257cc37388/Interfaces: {""statusCode"":793404,""statusDescription"":""No resource""}"
94e37fb0-d92f-4bfe-8835-71b464fbf93c,10.184.1.226,AUS5-MDFA1-ART1,AUS5-MDFA1-ART1,Cisco Router,Router,DDC,,Unknown,,,,,,LOOKUP_FAILED,"HTTP 404 from https://netbrain.mckesson.com/ServicesAPI/API/V1/CMDB/Devices/94e37fb0-d92f-4bfe-8835-71b464fbf93c/Interfaces: {""statusCode"":793404,""statusDescription"":""No resource""}"
95ef4d34-8da1-49e9-3dcd-6847b37ed1e6,10.202.0.5,AZCAC1-PAN-FW2,AZCAC1-PAN-FW2,Palo Alto Firewall,Firewall,DDC,,Unknown,,,,,,LOOKUP_FAILED,"HTTP 404 from https://netbrain.mckesson.com/ServicesAPI/API/V1/CMDB/Devices/95ef4d34-8da1-49e9-3dcd-6847b37ed1e6/Interfaces: {""statusCode"":793404,""statusDescription"":""No resource""}"
960476d4-6bd8-434b-bafa-ebcb912ebb8c,10.87.1.4,AUS3-IDFA3-DSW2,AUS3-IDFA3-DSW2,Cisco IOS Switch,Switch,DDC,,Unknown,,,,,,LOOKUP_FAILED,"HTTP 404 from https://netbrain.mckesson.com/ServicesAPI/API/V1/CMDB/Devices/960476d4-6bd8-434b-bafa-ebcb912ebb8c/Interfaces: {""statusCode"":793404,""statusDescription"":""No resource""}"
96429c6f-19a1-49dc-8495-c16fd90b7af7,10.128.121.24,10.128.121.24,10.128.121.24,Unclassified Device,Unclassified,DDC,,Unknown,,,,,,LOOKUP_FAILED,"HTTP 404 from https://netbrain.mckesson.com/ServicesAPI/API/V1/CMDB/Devices/96429c6f-19a1-49dc-8495-c16fd90b7af7/Interfaces: {""statusCode"":793404,""statusDescription"":""No resource""}"
9715a5a2-1ad1-4431-8a4b-fa74372c3734,10.254.156.222,AST2-MDFA1-DSW1,AST2-MDFA1-DSW1,Cisco IOS Switch,Switch,DDC,,Unknown,,,,,,LOOKUP_FAILED,"HTTP 404 from https://netbrain.mckesson.com/ServicesAPI/API/V1/CMDB/Devices/9715a5a2-1ad1-4431-8a4b-fa74372c3734/Interfaces: {""statusCode"":793404,""statusDescription"":""No resource""}"
989106ef-448c-3e51-b72a-079807cb63fa,10.188.7.51,BDF2-MDFA1-DSW1-1,BDF2-MDFA1-DSW1-1,Cisco Meraki Switch,Switch,DDC,,Unknown,,,,,,LOOKUP_FAILED,"HTTP 404 from https://netbrain.mckesson.com/ServicesAPI/API/V1/CMDB/Devices/989106ef-448c-3e51-b72a-079807cb63fa/Interfaces: {""statusCode"":793404,""statusDescription"":""No resource""}"
98956f4c-d3b8-017c-895e-984d503acff9,10.15.4.102,9e7f428e-53cb-4e7d-90e3-3ac20926b785(rg-bosh-concourse-dev-uw)(0434640a)(VirtualMachine),9e7f428e-53cb-4e7d-90e3-3ac20926b785(rg-bosh-concourse-dev-uw)(0434640a)(VirtualMachine),Azure Virtual Machine,Virtual Machine,DDC,,Unknown,,,,,,LOOKUP_FAILED,"HTTP 404 from https://netbrain.mckesson.com/ServicesAPI/API/V1/CMDB/Devices/98956f4c-d3b8-017c-895e-984d503acff9/Interfaces: {""statusCode"":793404,""statusDescription"":""No resource""}"
98a1a998-d49b-415b-b444-f6879d420451,10.254.161.222,APH5-MDFA1-ASW1,APH5-MDFA1-ASW1,Cisco IOS Switch,Switch,DDC,,Unknown,,,,,,LOOKUP_FAILED,"HTTP 404 from https://netbrain.mckesson.com/ServicesAPI/API/V1/CMDB/Devices/98a1a998-d49b-415b-b444-f6879d420451/Interfaces: {""statusCode"":793404,""statusDescription"":""No resource""}"
996b9bee-1ba7-4278-99c5-02eebc38113f,10.133.28.40,10.133.28.40,10.133.28.40,Unclassified Device,Unclassified,DDC,,Unknown,,,,,,LOOKUP_FAILED,"HTTP 404 from https://netbrain.mckesson.com/ServicesAPI/API/V1/CMDB/Devices/996b9bee-1ba7-4278-99c5-02eebc38113f/Interfaces: {""statusCode"":793404,""statusDescription"":""No resource""}"
9990cd38-fd83-44f1-bb53-abe28b9dcd56,10.133.8.39,10.133.8.39,10.133.8.39,Unclassified Device,Unclassified,DDC,,Unknown,,,,,,LOOKUP_FAILED,"HTTP 404 from https://netbrain.mckesson.com/ServicesAPI/API/V1/CMDB/Devices/9990cd38-fd83-44f1-bb53-abe28b9dcd56/Interfaces: {""statusCode"":793404,""statusDescription"":""No resource""}"
999d07c5-b2b2-40f2-a0a4-f944842ecac2,10.87.1.251,AUS3-MDFA2-ASW1,AUS3-MDFA2-ASW1,Cisco IOS Switch,Switch,DDC,,Unknown,,,,,,LOOKUP_FAILED,"HTTP 404 from https://netbrain.mckesson.com/ServicesAPI/API/V1/CMDB/Devices/999d07c5-b2b2-40f2-a0a4-f944842ecac2/Interfaces: {""statusCode"":793404,""statusDescription"":""No resource""}"
99b8b4a2-6dfe-2d1c-cb84-6d5f0256f2ac,10.12.1.226,ADC21-EW-FW01,ADC21-EW-FW01,Palo Alto Firewall,Firewall,DDC,,Unknown,,,,,,LOOKUP_FAILED,"HTTP 404 from https://netbrain.mckesson.com/ServicesAPI/API/V1/CMDB/Devices/99b8b4a2-6dfe-2d1c-cb84-6d5f0256f2ac/Interfaces: {""statusCode"":793404,""statusDescription"":""No resource""}"
9a8567aa-81e9-44e8-ae8f-070ae606b295,10.46.2.15,10.46.2.15,10.46.2.15,Unclassified Device,Unclassified,DDC,,Unknown,,,,,,LOOKUP_FAILED,"HTTP 404 from https://netbrain.mckesson.com/ServicesAPI/API/V1/CMDB/Devices/9a8567aa-81e9-44e8-ae8f-070ae606b295/Interfaces: {""statusCode"":793404,""statusDescription"":""No resource""}"
9aa383ef-1724-a4ac-5c95-5642c0487c6c,10.168.240.4,AZE1-DMZ-FW1,AZE1-DMZ-FW1,Palo Alto Firewall,Firewall,DDC,,Unknown,,,,,,LOOKUP_FAILED,"HTTP 404 from https://netbrain.mckesson.com/ServicesAPI/API/V1/CMDB/Devices/9aa383ef-1724-a4ac-5c95-5642c0487c6c/Interfaces: {""statusCode"":793404,""statusDescription"":""No resource""}"
9b785174-912e-4775-a99e-7271230866af,10.254.59.223,ATL3-MDFA1-FW2,ATL3-MDFA1-FW2,Palo Alto Firewall,Firewall,DDC,,Unknown,,,,,,LOOKUP_FAILED,"HTTP 404 from https://netbrain.mckesson.com/ServicesAPI/API/V1/CMDB/Devices/9b785174-912e-4775-a99e-7271230866af/Interfaces: {""statusCode"":793404,""statusDescription"":""No resource""}"
9c0c55db-d7a6-135f-407d-3f090c2b2b59,10.200.0.4,AZCAE1-PAN-FW1,AZCAE1-PAN-FW1,Palo Alto Firewall,Firewall,DDC,,Unknown,,,,,,LOOKUP_FAILED,"HTTP 404 from https://netbrain.mckesson.com/ServicesAPI/API/V1/CMDB/Devices/9c0c55db-d7a6-135f-407d-3f090c2b2b59/Interfaces: {""statusCode"":793404,""statusDescription"":""No resource""}"
9c75fe0c-ec5b-4923-b265-3ba5e48c12e3,10.12.1.222,ADC21-R201-MSW1,ADC21-R201-MSW1,Cisco IOS Switch,Switch,DDC,,Unknown,,,,,,LOOKUP_FAILED,"HTTP 404 from https://netbrain.mckesson.com/ServicesAPI/API/V1/CMDB/Devices/9c75fe0c-ec5b-4923-b265-3ba5e48c12e3/Interfaces: {""statusCode"":793404,""statusDescription"":""No resource""}"
9cc11eda-39b3-4c37-864c-718fd564a70b,10.87.1.249,AUS3-IDFA1-ASW6,AUS3-IDFA1-ASW6,Cisco IOS Switch,Switch,DDC,,Unknown,,,,,,LOOKUP_FAILED,"HTTP 404 from https://netbrain.mckesson.com/ServicesAPI/API/V1/CMDB/Devices/9cc11eda-39b3-4c37-864c-718fd564a70b/Interfaces: {""statusCode"":793404,""statusDescription"":""No resource""}"
9cdce0ee-381c-b5a1-41f7-3215fd65aa23,10.1.10.76,ASW,ASW,Cisco Meraki Firewall,Firewall,DDC,,Unknown,,,,,,LOOKUP_FAILED,"HTTP 404 from https://netbrain.mckesson.com/ServicesAPI/API/V1/CMDB/Devices/9cdce0ee-381c-b5a1-41f7-3215fd65aa23/Interfaces: {""statusCode"":793404,""statusDescription"":""No resource""}"
9d1ef092-0641-4a0e-9f3f-48d16ac964c0,10.133.13.48,10.133.13.48,10.133.13.48,Unclassified Device,Unclassified,DDC,,Unknown,,,,,,LOOKUP_FAILED,"HTTP 404 from https://netbrain.mckesson.com/ServicesAPI/API/V1/CMDB/Devices/9d1ef092-0641-4a0e-9f3f-48d16ac964c0/Interfaces: {""statusCode"":793404,""statusDescription"":""No resource""}"
9d7c84f8-8685-4d13-a270-26002c868545,10.136.27.50,10.136.27.50,10.136.27.50,Unclassified Device,Unclassified,DDC,,Unknown,,,,,,LOOKUP_FAILED,"HTTP 404 from https://netbrain.mckesson.com/ServicesAPI/API/V1/CMDB/Devices/9d7c84f8-8685-4d13-a270-26002c868545/Interfaces: {""statusCode"":793404,""statusDescription"":""No resource""}"
9dfd8a9e-8c4b-44c0-a4f3-0bcee47022ae,10.50.230.198,AST2-MDFA1-VRT1,AST2-MDFA1-VRT1,Viptela vEdge,Other,DDC,,Unknown,,,,,,LOOKUP_FAILED,"HTTP 404 from https://netbrain.mckesson.com/ServicesAPI/API/V1/CMDB/Devices/9dfd8a9e-8c4b-44c0-a4f3-0bcee47022ae/Interfaces: {""statusCode"":793404,""statusDescription"":""No resource""}"
9e2b65c3-76a8-25f6-99f0-142d4f48ad4b,10.15.4.105,7b985537-fae7-471c-9afc-1330251f5c21(rg-bosh-concourse-dev-uw)(0434640a)(VirtualMachine),7b985537-fae7-471c-9afc-1330251f5c21(rg-bosh-concourse-dev-uw)(0434640a)(VirtualMachine),Azure Virtual Machine,Virtual Machine,DDC,,Unknown,,,,,,LOOKUP_FAILED,"HTTP 404 from https://netbrain.mckesson.com/ServicesAPI/API/V1/CMDB/Devices/9e2b65c3-76a8-25f6-99f0-142d4f48ad4b/Interfaces: {""statusCode"":793404,""statusDescription"":""No resource""}"
9e3541d1-2b9f-451a-918e-56a963b3e960,10.12.1.245,ADC21-R205-MMS-LSW1,ADC21-R205-MMS-LSW1,Cisco Nexus Switch,Switch,DDC,,Unknown,,,,,,LOOKUP_FAILED,"HTTP 404 from https://netbrain.mckesson.com/ServicesAPI/API/V1/CMDB/Devices/9e3541d1-2b9f-451a-918e-56a963b3e960/Interfaces: {""statusCode"":793404,""statusDescription"":""No resource""}"
9e65a923-70c1-48cc-ac41-77c5a4757347,10.133.4.5,AOASPLPEM002,AOASPLPEM002,Adtran,Other,DDC,,Unknown,,,,,,LOOKUP_FAILED,"HTTP 404 from https://netbrain.mckesson.com/ServicesAPI/API/V1/CMDB/Devices/9e65a923-70c1-48cc-ac41-77c5a4757347/Interfaces: {""statusCode"":793404,""statusDescription"":""No resource""}"
9eb3ab17-ccd3-4500-8581-d8ea99641e44,10.128.236.29,10.128.236.29,10.128.236.29,Unclassified Device,Unclassified,DDC,,Unknown,,,,,,LOOKUP_FAILED,"HTTP 404 from https://netbrain.mckesson.com/ServicesAPI/API/V1/CMDB/Devices/9eb3ab17-ccd3-4500-8581-d8ea99641e44/Interfaces: {""statusCode"":793404,""statusDescription"":""No resource""}"
9f12e787-21c2-e551-d977-18b334a5f5cf,10.254.15.178,ATL7-MDFA1-AFW2,ATL7-MDFA1-AFW2,Palo Alto Firewall,Firewall,DDC,,Unknown,,,,,,LOOKUP_FAILED,"HTTP 404 from https://netbrain.mckesson.com/ServicesAPI/API/V1/CMDB/Devices/9f12e787-21c2-e551-d977-18b334a5f5cf/Interfaces: {""statusCode"":793404,""statusDescription"":""No resource""}"
9f1399c2-8209-4241-8182-5cf398dd33d3,10.92.1.16,10.92.1.16,10.92.1.16,Unclassified Device,Unclassified,DDC,,Unknown,,,,,,LOOKUP_FAILED,"HTTP 404 from https://netbrain.mckesson.com/ServicesAPI/API/V1/CMDB/Devices/9f1399c2-8209-4241-8182-5cf398dd33d3/Interfaces: {""statusCode"":793404,""statusDescription"":""No resource""}"
9f9ae727-add8-4aba-b77a-e09629c2e051,10.31.79.13,10.31.79.13,10.31.79.13,Unclassified Device,Unclassified,DDC,,Unknown,,,,,,LOOKUP_FAILED,"HTTP 404 from https://netbrain.mckesson.com/ServicesAPI/API/V1/CMDB/Devices/9f9ae727-add8-4aba-b77a-e09629c2e051/Interfaces: {""statusCode"":793404,""statusDescription"":""No resource""}"
9faf0c39-aec9-4f76-b6ba-003e70a483a6,10.184.1.231,AUS4-MDFA1-ART1,AUS4-MDFA1-ART1,Cisco Router,Router,DDC,,Unknown,,,,,,LOOKUP_FAILED,"HTTP 404 from https://netbrain.mckesson.com/ServicesAPI/API/V1/CMDB/Devices/9faf0c39-aec9-4f76-b6ba-003e70a483a6/Interfaces: {""statusCode"":793404,""statusDescription"":""No resource""}"
9fb16c8b-e719-4177-bcda-ab21bf93a8f4,10.254.161.223,APH5-MDFA1-ASW2,APH5-MDFA1-ASW2,Cisco IOS Switch,Switch,DDC,,Unknown,,,,,,LOOKUP_FAILED,"HTTP 404 from https://netbrain.mckesson.com/ServicesAPI/API/V1/CMDB/Devices/9fb16c8b-e719-4177-bcda-ab21bf93a8f4/Interfaces: {""statusCode"":793404,""statusDescription"":""No resource""}"
9fdaaa7c-749e-4130-b704-160021c16ab1,10.254.59.220,ATL3-MDFA1-AVG2,ATL3-MDFA1-AVG2,Cisco Voice Gateway,Other,DDC,,Unknown,,,,,,LOOKUP_FAILED,"HTTP 404 from https://netbrain.mckesson.com/ServicesAPI/API/V1/CMDB/Devices/9fdaaa7c-749e-4130-b704-160021c16ab1/Interfaces: {""statusCode"":793404,""statusDescription"":""No resource""}"
a0129301-eee3-df90-a3a3-2ec81edfd99c,10.15.4.88,77b9dcdf-6127-48ef-b2b6-7d93d0e3cf2d(rg-bosh-uw)(0434640a)(VirtualMachine),77b9dcdf-6127-48ef-b2b6-7d93d0e3cf2d(rg-bosh-uw)(0434640a)(VirtualMachine),Azure Virtual Machine,Virtual Machine,DDC,,Unknown,,,,,,LOOKUP_FAILED,"HTTP 404 from https://netbrain.mckesson.com/ServicesAPI/API/V1/CMDB/Devices/a0129301-eee3-df90-a3a3-2ec81edfd99c/Interfaces: {""statusCode"":793404,""statusDescription"":""No resource""}"
a097a718-4b28-45a1-b991-809de7e4029b,10.92.10.189,10.92.10.189,10.92.10.189,Unclassified Device,Unclassified,DDC,,Unknown,,,,,,LOOKUP_FAILED,"HTTP 404 from https://netbrain.mckesson.com/ServicesAPI/API/V1/CMDB/Devices/a097a718-4b28-45a1-b991-809de7e4029b/Interfaces: {""statusCode"":793404,""statusDescription"":""No resource""}"
a1240023-069f-4817-b4ed-6cd018fcab72,10.92.1.96,10.92.1.96,10.92.1.96,Unclassified Device,Unclassified,DDC,,Unknown,,,,,,LOOKUP_FAILED,"HTTP 404 from https://netbrain.mckesson.com/ServicesAPI/API/V1/CMDB/Devices/a1240023-069f-4817-b4ed-6cd018fcab72/Interfaces: {""statusCode"":793404,""statusDescription"":""No resource""}"
a1271d1c-4d03-4cab-b24b-89490bc75e05,10.254.161.254,APH5-MDFA1-DSW1,APH5-MDFA1-DSW1,Cisco IOS Switch,Switch,DDC,,Unknown,,,,,,LOOKUP_FAILED,"HTTP 404 from https://netbrain.mckesson.com/ServicesAPI/API/V1/CMDB/Devices/a1271d1c-4d03-4cab-b24b-89490bc75e05/Interfaces: {""statusCode"":793404,""statusDescription"":""No resource""}"
a129ee19-8f97-4b34-970c-cfc5783750b5,10.160.46.21,APC-Dotson_#170,APC-Dotson_#170,APC UPS,Other,DDC,,Unknown,,,,,,LOOKUP_FAILED,"HTTP 404 from https://netbrain.mckesson.com/ServicesAPI/API/V1/CMDB/Devices/a129ee19-8f97-4b34-970c-cfc5783750b5/Interfaces: {""statusCode"":793404,""statusDescription"":""No resource""}"
a12e38da-87ac-4acd-a3fe-3173fb97a6d5,10.160.10.57,10.160.10.57,10.160.10.57,Unclassified Device,Unclassified,DDC,,Unknown,,,,,,LOOKUP_FAILED,"HTTP 404 from https://netbrain.mckesson.com/ServicesAPI/API/V1/CMDB/Devices/a12e38da-87ac-4acd-a3fe-3173fb97a6d5/Interfaces: {""statusCode"":793404,""statusDescription"":""No resource""}"
a1cd8ada-6bb0-4bcc-bfbc-479676fb935d,10.160.5.210,10.160.5.210,10.160.5.210,Unclassified Device,Unclassified,DDC,,Unknown,,,,,,LOOKUP_FAILED,"HTTP 404 from https://netbrain.mckesson.com/ServicesAPI/API/V1/CMDB/Devices/a1cd8ada-6bb0-4bcc-bfbc-479676fb935d/Interfaces: {""statusCode"":793404,""statusDescription"":""No resource""}"
a1deaf26-23cd-4544-8f96-336e9f9b6e42,10.160.10.56,10.160.10.56,10.160.10.56,Unclassified Device,Unclassified,DDC,,Unknown,,,,,,LOOKUP_FAILED,"HTTP 404 from https://netbrain.mckesson.com/ServicesAPI/API/V1/CMDB/Devices/a1deaf26-23cd-4544-8f96-336e9f9b6e42/Interfaces: {""statusCode"":793404,""statusDescription"":""No resource""}"
